教育機関_学校コード,教育機関_学校種,教育機関_都道府県番号,教育機関_設置区分,教育機関_設置者情報,教育機関_本分校,教育機関_本校学校コード,教育機関_本校学校名,教育機関_学校名,教育機関_学校名カナ表記,教育機関_学校略称,教育機関_学校所在地（市区町村）,教育機関_学校所在地（町字）,教育機関_学校所在地（番地以下）,教育機関_郵便番号,教育機関_緯度,教育機関_経度,教育機関_連絡先名称,教育機関_連絡先電話番号,教育機関_属性情報設定年月日,教育機関_属性情報廃止年月日,教育機関_旧学校調査番号,教育機関_移行後の学校コード
B113211800087,B1,13,2,,1,,,第五峡田小学校,ダイゴハケタショウガッコウ,,荒川区,町屋3丁目,17-24,1160001,35.747769,139.781583,,(03)3892-9515,2020-12-22,,130741,
B113211800096,B1,13,2,,1,,,第七峡田小学校,ダイシチハケタショウガッコウ,,荒川区,町屋8丁目,19-12,1160001,35.747793,139.787524,,(03)3895-0805,2020-12-22,,130742,
B113211800103,B1,13,2,,1,,,第九峡田小学校,ダイクハケタショウガッコウ,,荒川区,荒川6丁目,8-1,1160002,35.742454,139.779515,,(03)3895-3175,2020-12-22,,130744,
B113211800112,B1,13,2,,1,,,尾久小学校,オグショウガッコウ,,荒川区,東尾久5丁目,6-7,1160012,35.747470,139.769077,,(03)3893-7894,2020-12-22,,130745,
B113211800121,B1,13,2,,1,,,尾久西小学校,オグニシショウガッコウ,,荒川区,西尾久5丁目,27-12,1160011,35.749776,139.758455,,(03)3893-8890,2020-12-22,,130746,
B113211800130,B1,13,2,,1,,,尾久第六小学校,オグダイロクショウガッコウ,,荒川区,西尾久8丁目,26-9,1160011,35.751803,139.754547,,(03)3893-7268,2020-12-22,,130747,
B113211800149,B1,13,2,,1,,,赤土小学校,アカドショウガッコウ,,荒川区,東尾久2丁目,43-9,1160012,35.743206,139.769655,,(03)3892-9302,2020-12-22,,130748,
B113211800158,B1,13,2,,1,,,大門小学校,ダイモンショウガッコウ,,荒川区,町屋4丁目,27-8,1160001,35.748792,139.776749,,(03)3895-7308,2020-12-22,,130749,
B113211800167,B1,13,2,,1,,,尾久宮前小学校,オグミヤマエショウガッコウ,,荒川区,西尾久1丁目,4-17,1160011,35.746132,139.764587,,(03)3893-3536,2020-12-22,,130750,
B113211800176,B1,13,2,,1,,,第一日暮里小学校,ダイイチニッポリショウガッコウ,,荒川区,西日暮里3丁目,7-15,1160013,35.730296,139.765773,,(03)3828-5477,2020-12-22,,130752,
B113211800185,B1,13,2,,1,,,第二日暮里小学校,ダイニニッポリショウガッコウ,,荒川区,東日暮里5丁目,2-1,1160014,35.728424,139.778238,,(03)3891-3416,2020-12-22,,130753,
B113211800194,B1,13,2,,1,,,第三日暮里小学校,ダイサンニッポリショウガッコウ,,荒川区,東日暮里3丁目,10-17,1160014,35.728882,139.781391,,(03)3891-6307,2020-12-22,,130754,
B113211800201,B1,13,2,,1,,,第六日暮里小学校,ダイロクニッポリショウガッコウ,,荒川区,西日暮里6丁目,35-16,1160013,35.735402,139.769565,,(03)3894-6750,2020-12-22,,130756,
B113211800210,B1,13,2,,1,,,ひぐらし小学校,ヒグラシショウガッコウ,,荒川区,西日暮里2丁目,32-5,1160013,35.731374,139.772491,,(03)3801-7280,2020-12-22,,130758,
C113211800012,C1,13,2,,1,,,第一中学校,ダイイチチュウガッコウ,,荒川区,荒川1丁目,30-1,1160002,35.734737,139.787860,,(03)3891-8354,2020-12-22,,133921,
C113211800021,C1,13,2,,1,,,第三中学校,ダイサンチュウガッコウ,,荒川区,南千住8丁目,10-1,1160003,35.737952,139.811418,,(03)3801-5808,2020-12-22,,133923,
C113211800030,C1,13,2,,1,,,第四中学校,ダイヨンチュウガッコウ,,荒川区,荒川6丁目,57-1,1160002,35.741249,139.775594,,(03)3895-7334,2020-12-22,,133924,
C113211800049,C1,13,2,,1,,,第五中学校,ダイゴチュウガッコウ,,荒川区,町屋1丁目,37-16,1160001,35.744445,139.787244,,(03)3895-1283,2020-12-22,,133925,
C113211800058,C1,13,2,,1,,,第七中学校,ダイシチチュウガッコウ,,荒川区,西尾久4丁目,30-28,1160011,35.746268,139.758415,,(03)3894-6623,2020-12-22,,133927,
C113211800067,C1,13,2,,1,,,第九中学校,ダイキュウチュウガッコウ,,荒川区,東尾久2丁目,23-5,1160012,35.743282,139.772744,,(03)3892-7834,2020-12-22,,133929,
C113211800076,C1,13,2,,1,,,尾久八幡中学校,オグハチマンチュウガッコウ,,荒川区,西尾久3丁目,14-1,1160011,35.753198,139.763861,,(03)3893-7776,2020-12-22,,133934,
C113211800085,C1,13,2,,1,,,南千住第二中学校,ミナミセンジュダイニチュウガッコウ,,荒川区,南千住7丁目,25-1,1160003,35.736180,139.799671,,(03)3891-8532,2020-12-22,,133936,
C113211800094,C1,13,2,,1,,,原中学校,ハラチュウガッコウ,,荒川区,町屋5丁目,12-6,1160001,35.751104,139.779409,,(03)3895-6495,2020-12-22,,134439,
C113211800101,C1,13,2,,1,,,諏訪台中学校,スワダイチュウガッコウ,,荒川区,西日暮里2丁目,36-8,1160013,35.732552,139.771740,,(03)3891-6115,2020-12-22,,133937,
A113211800016,A1,13,2,,1,,,南千住第二幼稚園,ミナミセンジュダイニヨウチエン,,荒川区,南千住8丁目,2-1,1160003,35.734591,139.807035,,(03)3891-5701,2020-12-22,,136722,
A113211800025,A1,13,2,,1,,,町屋幼稚園,マチヤヨウチエン,,荒川区,町屋8丁目,19-12,1160001,35.747793,139.787524,,(03)3895-3571,2020-12-22,,136724,
A113211800089,A1,13,2,,1,,,花の木幼稚園,ハナノキヨウチエン,,荒川区,荒川5丁目,41-4,1160002,35.739623,139.776724,,(03)3892-8292,2020-12-22,,136730,
A113211800061,A1,13,2,,1,,,尾久第二幼稚園,オグダイニヨウチエン,,荒川区,西尾久8丁目,26-9,1160011,35.751803,139.754547,,(03)3800-1655,2020-12-22,,136728,
A113211800043,A1,13,2,,1,,,日暮里幼稚園,ニッポリヨウチエン,,荒川区,東日暮里6丁目,49-21,1160014,35.730896,139.775168,,(03)3807-1515,2020-12-22,,136726,
A113211800098,A1,13,2,,1,,,汐入こども園,シオイリコドモエン,,荒川区,南千住8丁目,9-3,1160003,35.738922,139.811606,,(03)3801-7285,2020-12-22,,136734,
A113311800014,A1,13,3,,1,,,北豊島幼稚園,キタトシマヨウチエン,,荒川区,東尾久6丁目,34-24,1160012,,,,(03)3895-7028,2020-12-22,,137641,
A113311800023,A1,13,3,,1,,,道灌山幼稚園,ドウカンヤマヨウチエン,,荒川区,西日暮里4丁目,7-15,1160013,,,,(03)3827-9269,2020-12-22,,137642,
A113311800041,A1,13,3,,1,,,真成幼稚園,シンセイヨウチエン,,荒川区,東日暮里2丁目,14-2,1160014,,,,(03)3891-4395,2020-12-22,,137647,
A113311800050,A1,13,3,,1,,,友の季ひまわり幼稚園,トモノキヒマワリヨウチエン,,荒川区,町屋1丁目,10-12,1160001,,,,(03)6458-2139,2020-12-22,,137648,
H113311800028,H1,13,3,,1,,,専門学校東京ニットファッションアカデミー,センモンガッコウトウキョウニットファッションアカデミー,,荒川区,西日暮里4丁目,21-2,1160013,,,,,2020-12-22,,138710,
H113311800037,H1,13,3,,1,,,国際理容美容専門学校,コクサイリヨウビヨウセンモンガッコウ,,荒川区,東日暮里5丁目,17-12,1160014,,,,,2020-12-22,,138711,
H113311800046,H1,13,3,,1,,,道灌山学園保育福祉専門学校,ドウカンヤマホイクフクシセンモンガッコウ,,荒川区,西日暮里4丁目,7-15,1160013,,,,,2020-12-22,,138712,
H113311800064,H1,13,3,,1,,,太陽歯科衛生士専門学校,タイヨウシカエイセイシセンモンガッコウ,,荒川区,西日暮里2丁目,22-1-601,1160013,,,,,2020-12-22,,138853,
H113311800073,H1,13,3,,1,,,国際共立学園高等専修学校,コクサイキョウリツガクエンコウトウセンシュウガッコウ,,荒川区,西日暮里2丁目,33-23,1160013,,,,,2020-12-22,,138926,
H113311800082,H1,13,3,,1,,,日本総合医療専門学校,ニホンソウゴウイリョウセンモンガッコウ,,荒川区,荒川1丁目,41-10,1160002,,,,,2020-12-22,,139077,
C113311800010,C1,13,3,,1,,,開成中学校,,,荒川区,西日暮里4丁目,7-7,1160013,,,,,2020-12-22,,134801,
C113311800029,C1,13,3,,1,,,北豊島中学校,,,荒川区,東尾久6丁目,34-24,1160012,,,,,2020-12-22,,134803,
D113299905046,D1,13,2,,1,,,東京都立竹台高等学校,,,荒川区,東日暮里5丁目,14-1,1160014,,,,,2020-12-22,,135677,
D113299905162,D1,13,2,,1,,,東京都立荒川工科高等学校,,,荒川区,南千住6丁目,42-1,1160003,,,,,2020-12-22,,135693,
D113311800018,D1,13,3,,1,,,開成高等学校,,,荒川区,西日暮里4丁目,2-4,1160013,,,,,2020-12-22,,136236,
D113311800027,D1,13,3,,1,,,北豊島高等学校,,,荒川区,東尾久6丁目,34-24,1160012,,,,,2020-12-22,,136237,
H213311800018,H2,13,3,,1,,,東京朝鮮第１幼初中級学校,,,荒川区,東日暮里3丁目,8-5,1160014,,,,,2020-12-22,,139533,
H213311800027,H2,13,3,,1,,,赤門会日本語学校本校,,,荒川区,東日暮里6丁目,39-12,1160014,,,,,2020-12-22,,139538,
H213311800036,H2,13,3,,1,,,赤門会日本語学校日暮里校,,,荒川区,西日暮里2丁目,54-4,1160013,,,,,2020-12-22,,139539,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
