教育機関_学校コード,教育機関_学校種,教育機関_都道府県番号,教育機関_設置区分,教育機関_設置者情報,教育機関_本分校,教育機関_本校学校コード,教育機関_本校学校名,教育機関_学校名,教育機関_学校名カナ表記,教育機関_学校略称,教育機関_学校所在地（市区町村）,教育機関_学校所在地（町字）,教育機関_学校所在地（番地以下）,教育機関_郵便番号,教育機関_緯度,教育機関_経度,教育機関_連絡先名称,教育機関_連絡先電話番号,教育機関_属性情報設定年月日,教育機関_属性情報廃止年月日,教育機関_旧学校調査番号,教育機関_移行後の学校コード
,B1,13,,,,,,西小菅小学校,ニシコスゲショウガッコウ,,葛飾区,小菅1丁目,25-1,1240001,35.756281,139.817739,,(03)3602-6388,,,,
,B1,13,,,,,,東綾瀬小学校,ヒガシアヤセショウガッコウ,,葛飾区,堀切6丁目,21-1,1240006,35.753791,139.83205,,(03)3602-8123,,,,
,B1,13,,,,,,宝木塚小学校,ホウキヅカショウガッコウ,,葛飾区,宝町2丁目,29-23,1240005,35.744822,139.838273,,(03)3693-4788,,,,
,B1,13,,,,,,堀切小学校,ホリキリショウガッコウ,,葛飾区,堀切2丁目,42-1,1240006,35.744323,139.828524,,(03)3693-4642,,,,
,B1,13,,,,,,南綾瀬小学校,ミナミアヤセショウガッコウ,,葛飾区,堀切6丁目,1-1,1240006,35.751611,139.828063,,(03)3602-9597,,,,
,B1,13,,,,,,綾南小学校,リョウナンショウガッコウ,,葛飾区,堀切1丁目,22-1,1240006,35.73993,139.830643,,(03)3693-7227,,,,
,B1,13,,,,,,梅田小学校,ウメダショウガッコウ,,葛飾区,立石3丁目,24-1,1240012,35.741634,139.844287,,(03)3693-0822,,,,
,B1,13,,,,,,葛飾小学校,カツシカショウガッコウ,,葛飾区,青戸1丁目,3-1,1250062,35.742375,139.854877,,(03)3693-0977,,,,
,B1,13,,,,,,川端小学校,カワバタショウガッコウ,,葛飾区,東立石1丁目,2-1,1240013,35.731521,139.846498,,(03)3692-8135,,,,
,B1,13,,,,,,清和小学校,セイワショウガッコウ,,葛飾区,立石6丁目,2-1,1240012,35.743111,139.848854,,(03)3693-4646,,,,
,B1,13,,,,,,本田小学校,ホンデンショウガッコウ,,葛飾区,立石1丁目,7-23,1240012,35.737283,139.844987,,(03)3694-1362,,,,
,B1,13,,,,,,よつぎ小学校,ヨツギショウガッコウ,,葛飾区,四つ木4丁目,8-1,1240011,35.73689,139.833993,,(03)3693-4640,,,,
,B1,13,,,,,,奥戸小学校,オクドショウガッコウ,,葛飾区,奥戸8丁目,20-17,1240022,35.739003,139.865383,,(03)3692-5911,,,,
,B1,13,,,,,,上小松小学校,カミコマツショウガッコウ,,葛飾区,奥戸4丁目,1-4,1240022,35.728069,139.862724,,(03)3694-2004,,,,
,B1,13,,,,,,上平井小学校,カミヒライショウガッコウ,,葛飾区,西新小岩4丁目,22-1,1240025,35.722814,139.851797,,(03)3694-1366,,,,
,B1,13,,,,,,小松南小学校,コマツミナミショウガッコウ,,葛飾区,新小岩2丁目,25-1,1240024,35.716884,139.863815,,(03)3654-0101,,,,
,B1,13,,,,,,二上小学校,フタカミショウガッコウ,,葛飾区,東新小岩7丁目,18-1,1240023,35.72465,139.854969,,(03)3694-1360,,,,
,B1,13,,,,,,松上小学校,マツガミショウガッコウ,,葛飾区,西新小岩2丁目,1-1,1240025,35.716801,139.851928,,(03)3692-8431,,,,
,B1,13,,,,,,南奥戸小学校,ミナミオクドショウガッコウ,,葛飾区,奥戸3丁目,5-1,1240022,35.731424,139.859545,,(03)3692-8877,,,,
,E1,12,,,,,,保田しおさい学校,ホタシオサイガッコウ,,安房郡鋸南町,大六,180-2,2991909,35.12278,139.836383,,(0470)55-1110,,,,
,C1,13,,,,,,葛美中学校,カツミチュウガッコウ,,葛飾区,水元2丁目,17-1,1250032,35.785177,139.85814,,(03)3627-1401,,,,
,C1,13,,,,,,金町中学校,カナマチチュウガッコウ,,葛飾区,南水元3丁目,1-1,1250035,35.773952,139.865252,,(03)3607-2575,,,,
,C1,13,,,,,,水元中学校,ミズモトチュウガッコウ,,葛飾区,水元3丁目,20-1,1250032,35.78273,139.865298,,(03)3607-4296,,,,
,C1,13,,,,,,常盤中学校,トキワチュウガッコウ,,葛飾区,金町2丁目,11-1,1250042,35.763198,139.870619,,(03)3607-1122,,,,
,C1,13,,,,,,新宿中学校,ニイジュクチュウガッコウ,,葛飾区,新宿3丁目,20-10,1250051,35.761227,139.863273,,(03)3607-6201,,,,
,C1,13,,,,,,東金町中学校,ヒガシカナマチチュウガッコウ,,葛飾区,東金町5丁目,3-1,1250041,35.77781,139.873973,,(03)3609-0444,,,,
,C1,13,,,,,,奥戸中学校,オクドチュウガッコウ,,葛飾区,細田1丁目,6-1,1240021,35.737185,139.871335,,(03)3650-1326,,,,
,C1,13,,,,,,桜道中学校,サクラミチチュウガッコウ,,葛飾区,柴又4丁目,3-1,1250052,35.752718,139.87304,,(03)3659-4371,,,,
,C1,13,,,,,,高砂中学校,タカサゴチュウガッコウ,,葛飾区,高砂3丁目,30-1,1250054,35.746489,139.870244,,(03)3658-5194,,,,
,C1,13,,,,,,青戸中学校,アオトチュウガッコウ,,葛飾区,青戸5丁目,10-1,1250062,35.750974,139.853253,,(03)3601-8327,,,,
,C1,13,,,,,,亀有中学校,カメアリチュウガッコウ,,葛飾区,亀有1丁目,23-1,1250061,35.76025,139.846826,,(03)3690-4567,,,,
,C1,13,,,,,,一之台中学校,イチノダイチュウガッコウ,,葛飾区,西亀有4丁目,1-1,1250002,35.764258,139.838111,,(03)3605-5230,,,,
,C1,13,,,,,,青葉中学校,アオバチュウガッコウ,,葛飾区,堀切8丁目,12-1,1240006,35.756856,139.833819,,(03)3602-9591,,,,
,C1,13,,,,,,綾瀬中学校,アヤセチュウガッコウ,,葛飾区,小菅2丁目,12-1,1240001,35.753439,139.824574,,(03)3602-9125,,,,
,C1,13,,,,,,双葉中学校,フタバチュウガッコウ,,葛飾区,お花茶屋1丁目,10-1,1240003,35.750294,139.838067,,(03)3602-2144,,,,
,C1,13,,,,,,堀切中学校,ホリキリチュウガッコウ,,葛飾区,堀切1丁目,36-1,1240006,35.741428,139.832855,,(03)3693-0206,,,,
,C1,13,,,,,,立石中学校,タテイシチュウガッコウ,,葛飾区,立石6丁目,3-1,1240012,35.743942,139.848619,,(03)3693-7343,,,,
,C1,13,,,,,,大道中学校,ダイドウチュウガッコウ,,葛飾区,四つ木5丁目,22-1,1240011,35.744502,139.842871,,(03)3693-3350,,,,
,C1,13,,,,,,中川中学校,ナカガワチュウガッコウ,,葛飾区,東四つ木1丁目,3-1,1240014,35.72607,139.841517,,(03)3692-4260,,,,
,C1,13,,,,,,本田中学校,ホンデンチュウガッコウ,,葛飾区,東立石4丁目,7-1,1240013,35.73185,139.852351,,(03)3692-4900,,,,
,C1,13,,,,,,四ツ木中学校,ヨツギチュウガッコウ,,葛飾区,四つ木4丁目,22-1,1240011,35.739001,139.835251,,(03)3693-4644,,,,
,C1,13,,,,,,上平井中学校,カミヒライチュウガッコウ,,葛飾区,東新小岩4丁目,2-1,1240023,35.724868,139.860516,,(03)3692-8114,,,,
,C1,13,,,,,,小松中学校,コマツチュウガッコウ,,葛飾区,新小岩4丁目,30-1,1240024,35.720387,139.864364,,(03)3653-1436,,,,
,C1,13,,,,,,新小岩中学校,シンコイワチュウガッコウ,,葛飾区,西新小岩2丁目,1-2,1240025,35.717549,139.852585,,(03)3695-2541,,,,
,B1,13,,,,,,東四つ木小学校,ヒガシヨツギショウガッコウ,,葛飾区,東四つ木2丁目,13-1,1240014,35.730547,139.842415,,(03)3694-1364,,,,
,,,,,,,,,,,,,,,,,,,,,,
