"教育機関_学校コード","教育機関_学校種","教育機関_都道府県番号","教育機関_設置区分","教育機関_設置者情報","教育機関_本分校","教育機関_本校学校コード","教育機関_本校学校名","教育機関_学校名","教育機関_学校名カナ表記","教育機関_学校略称","教育機関_学校所在地（市区町村）","教育機関_学校所在地（町字）","教育機関_学校所在地（番地以下）","教育機関_郵便番号","教育機関_緯度","教育機関_経度","教育機関_連絡先名称","教育機関_連絡先電話番号","教育機関_属性情報設定年月日","教育機関_属性情報廃止年月日","教育機関_旧学校調査番号","教育機関_移行後の学校コード"
"","B1","13","","","","","","練馬小学校","","","練馬区","春日町6丁目","11-36","1790074","35.75246","139.635908","","(03)3990-4244","","","",""
"","B1","13","","","","","","高松小学校","","","練馬区","高松3丁目","16-1","1790075","35.749728","139.626666","","(03)3999-3376","","","",""
"","B1","13","","","","","","光が丘四季の香小学校","","","練馬区","高松5丁目","24-1","1790075","35.761586","139.624204","","(03)3977-2711","","","",""
"","B1","13","","","","","","北町小学校","","","練馬区","北町1丁目","14-11","1790081","35.764846","139.663969","","(03)3932-3296","","","",""
"","B1","13","","","","","","北町西小学校","","","練馬区","北町7丁目","3-8","1790081","35.761612","139.653518","","(03)3932-7234","","","",""
"","B1","13","","","","","","田柄小学校","","","練馬区","田柄2丁目","19-19","1790073","35.765913","139.643808","","(03)3939-0351","","","",""
"","B1","13","","","","","","田柄第二小学校","","","練馬区","田柄1丁目","5-27","1790073","35.758946","139.642328","","(03)3938-8826","","","",""
"","B1","13","","","","","","光が丘第八小学校","","","練馬区","光が丘1丁目","4-1","1790072","35.768504","139.637001","","(03)5997-4828","","","",""
"","B1","13","","","","","","光が丘秋の陽小学校","","","練馬区","光が丘2丁目","1-1","1790072","35.761876","139.635106","","(03)3976-6331","","","",""
"","B1","13","","","","","","光が丘夏の雲小学校","","","練馬区","光が丘3丁目","6-1","1790072","35.757364","139.630943","","(03)5998-0501","","","",""
"","B1","13","","","","","","光が丘春の風小学校","","","練馬区","光が丘7丁目","2-1","1790072","35.755601","139.625731","","(03)3976-5861","","","",""
"","B1","13","","","","","","旭町小学校","","","練馬区","旭町2丁目","29-1","1790071","35.772625","139.627422","","(03)3939-0362","","","",""
"","B1","13","","","","","","豊溪小学校","","","練馬区","土支田2丁目","26-28","1790076","35.763044","139.615235","","(03)3925-2444","","","",""
"","B1","13","","","","","","八坂小学校","","","練馬区","土支田4丁目","48-1","1790076","35.768756","139.611183","","(03)3922-7625","","","",""
"","B1","13","","","","","","富士見台小学校","","","練馬区","富士見台4丁目","16-10","1770034","35.744844","139.622981","","(03)3998-6351","","","",""
"","B1","13","","","","","","南が丘小学校","","","練馬区","南田中2丁目","13-1","1770035","35.733802","139.616999","","(03)3904-1282","","","",""
"","B1","13","","","","","","石神井東小学校","","","練馬区","南田中3丁目","9-1","1770035","35.737469","139.619516","","(03)3997-3312","","","",""
"","B1","13","","","","","","南田中小学校","","","練馬区","南田中5丁目","15-37","1770035","35.737066","139.611162","","(03)3997-1145","","","",""
"","B1","13","","","","","","谷原小学校","","","練馬区","谷原2丁目","9-26","1770032","35.75085","139.613935","","(03)3997-3271","","","",""
"","B1","13","","","","","","北原小学校","","","練馬区","谷原4丁目","9-1","1770032","35.754578","139.613563","","(03)3904-5172","","","",""
"","B1","13","","","","","","泉新小学校","","","練馬区","三原台3丁目","18-30","1770031","35.75426","139.60121","","(03)3925-4343","","","",""
"","B1","13","","","","","","光和小学校","","","練馬区","石神井町2丁目","16-34","1770041","35.746441","139.607047","","(03)3997-3261","","","",""
"","B1","13","","","","","","石神井小学校","","","練馬区","石神井台1丁目","1-25","1770045","35.735435","139.598848","","(03)3997-3277","","","",""
"","B1","13","","","","","","上石神井北小学校","","","練馬区","石神井台5丁目","1-32","1770045","35.735847","139.588295","","(03)3920-1011","","","",""
"","B1","13","","","","","","石神井台小学校","","","練馬区","石神井台8丁目","6-33","1770045","35.735172","139.580943","","(03)3928-7124","","","",""
"","B1","13","","","","","","下石神井小学校","","","練馬区","下石神井2丁目","20-18","1770042","35.73165","139.605328","","(03)3997-5241","","","",""
"","B1","13","","","","","","大泉東小学校","","","練馬区","東大泉1丁目","22-1","1780063","35.74891","139.590769","","(03)3922-1355","","","",""
"","B1","13","","","","","","大泉小学校","","","練馬区","東大泉4丁目","25-1","1780063","35.752054","139.584309","","(03)3924-0144","","","",""
"","B1","13","","","","","","大泉南小学校","","","練馬区","東大泉6丁目","28-1","1780063","35.744826","139.580907","","(03)3922-1371","","","",""
"","B1","13","","","","","","大泉第四小学校","","","練馬区","西大泉1丁目","24-1","1780065","35.755376","139.573529","","(03)3925-2478","","","",""
"","B1","13","","","","","","大泉西小学校","","","練馬区","西大泉4丁目","25-1","1780065","35.76524","139.5716","","(03)3925-5832","","","",""
"","B1","13","","","","","","大泉第二小学校","","","練馬区","南大泉4丁目","29-11","1780064","35.744374","139.572887","","(03)3924-2127","","","",""
"","B1","13","","","","","","大泉第六小学校","","","練馬区","南大泉5丁目","25-29","1780064","35.75121","139.571031","","(03)3925-2471","","","",""
"","B1","13","","","","","","橋戸小学校","","","練馬区","大泉町2丁目","11-25","1780062","35.75871","139.602073","","(03)3925-8620","","","",""
"","B1","13","","","","","","大泉第一小学校","","","練馬区","大泉町3丁目","16-23","1780062","35.765564","139.598613","","(03)3925-2455","","","",""
"","B1","13","","","","","","大泉北小学校","","","練馬区","大泉町4丁目","28-22","1780062","35.762166","139.595568","","(03)3925-5912","","","",""
"","B1","13","","","","","","大泉第三小学校","","","練馬区","大泉学園町3丁目","22-1","1780061","35.763382","139.579659","","(03)3925-2466","","","",""
"","B1","13","","","","","","大泉学園小学校","","","練馬区","大泉学園町4丁目","7-1","1780061","35.765664","139.593178","","(03)3923-0006","","","",""
"","B1","13","","","","","","大泉学園緑小学校","","","練馬区","大泉学園町5丁目","11-47","1780061","35.766259","139.58524","","(03)3925-7233","","","",""
"","B1","13","","","","","","大泉学園桜小学校","","","練馬区","大泉学園町9丁目","2-2","1780061","35.777353","139.591631","","(03)3924-1126","","","",""
"","B1","13","","","","","","石神井西小学校","","","練馬区","関町北1丁目","1-5","1770051","35.723906","139.579973","","(03)3920-0382","","","",""
"","B1","13","","","","","","関町小学校","","","練馬区","関町北3丁目","23-34","1770051","35.725011","139.571938","","(03)3929-1290","","","",""
"","B1","13","","","","","","関町北小学校","","","練馬区","関町北5丁目","13-40","1770051","35.732122","139.573503","","(03)3920-1027","","","",""
"","B1","13","","","","","","立野小学校","","","練馬区","立野町","17-13","1770054","35.718179","139.580602","","(03)3920-9101","","","",""
"","B1","13","","","","","","上石神井小学校","","","練馬区","上石神井4丁目","10-9","1770044","35.728091","139.589112","","(03)3920-0805","","","",""
"","C1","13","","","","","","旭丘中学校","","","練馬区","旭丘2丁目","40-1","1760005","35.737827","139.677683","","(03)3957-3133","","","",""
"","C1","13","","","","","","開進第四中学校","","","練馬区","羽沢3丁目","24-1","1760003","35.750968","139.673449","","(03)3993-1481","","","",""
"","C1","13","","","","","","豊玉中学校","","","練馬区","豊玉南2丁目","1-20","1760014","35.729255","139.657655","","(03)3994-1451","","","",""
"","C1","13","","","","","","豊玉第二中学校","","","練馬区","豊玉北2丁目","24-5","1760012","35.735022","139.664419","","(03)3993-4212","","","",""
"","C1","13","","","","","","中村中学校","","","練馬区","中村南1丁目","32-21","1760025","35.728259","139.645294","","(03)3990-4436","","","",""
"","C1","13","","","","","","開進第三中学校","","","練馬区","桜台3丁目","28-1","1760002","35.745114","139.66522","","(03)3993-4266","","","",""
"","C1","13","","","","","","開進第二中学校","","","練馬区","練馬2丁目","27-28","1760001","35.743123","139.652682","","(03)3993-1348","","","",""
"","C1","13","","","","","","貫井中学校","","","練馬区","貫井2丁目","14-13","1760021","35.739506","139.632906","","(03)3990-6412","","","",""
"","C1","13","","","","","","開進第一中学校","","","練馬区","早宮1丁目","16-50","1790085","35.752552","139.659097","","(03)3993-2417","","","",""
"","C1","13","","","","","","練馬東中学校","","","練馬区","春日町2丁目","14-22","1790074","35.756688","139.647374","","(03)3998-0231","","","",""
"","C1","13","","","","","","練馬中学校","","","練馬区","高松1丁目","24-1","1790075","35.747585","139.634767","","(03)3990-5451","","","",""
"","C1","13","","","","","","北町中学校","","","練馬区","北町3丁目","1-34","1790081","35.767284","139.656509","","(03)3932-7231","","","",""
"","C1","13","","","","","","田柄中学校","","","練馬区","田柄3丁目","3-1","1790073","35.759503","139.641131","","(03)3990-4403","","","",""
"","C1","13","","","","","","光が丘第三中学校","","","練馬区","光が丘3丁目","2-1","1790072","35.755452","139.631578","","(03)3977-3521","","","",""
"","C1","13","","","","","","光が丘第一中学校","","","練馬区","光が丘6丁目","5-1","1790072","35.760375","139.622079","","(03)3976-5871","","","",""
"","C1","13","","","","","","光が丘第二中学校","","","練馬区","光が丘7丁目","1-1","1790072","35.754549","139.625549","","(03)3976-9202","","","",""
"","C1","13","","","","","","豊溪中学校","","","練馬区","旭町3丁目","5-10","1790071","35.774068","139.628074","","(03)3939-0245","","","",""
"","C1","13","","","","","","八坂中学校","","","練馬区","土支田4丁目","47-21","1790076","35.769582","139.611971","","(03)3924-0399","","","",""
"","C1","13","","","","","","南が丘中学校","","","練馬区","南田中4丁目","8-23","1770035","35.733979","139.612775","","(03)3904-5782","","","",""
"","C1","13","","","","","","石神井東中学校","","","練馬区","高野台1丁目","8-34","1770033","35.742454","139.616585","","(03)3996-2157","","","",""
"","C1","13","","","","","","谷原中学校","","","練馬区","谷原4丁目","10-5","1770032","35.754914","139.615095","","(03)3995-8036","","","",""
"","C1","13","","","","","","三原台中学校","","","練馬区","三原台3丁目","13-41","1770031","35.754571","139.59969","","(03)3925-9564","","","",""
"","C1","13","","","","","","石神井中学校","","","練馬区","石神井台1丁目","32-1","1770045","35.741157","139.595596","","(03)3997-3131","","","",""
"","C1","13","","","","","","石神井南中学校","","","練馬区","下石神井2丁目","7-23","1770042","35.730459","139.609018","","(03)3997-3315","","","",""
"","C1","13","","","","","","大泉中学校","","","練馬区","東大泉4丁目","27-35","1780063","35.753063","139.58506","","(03)3924-0771","","","",""
"","C1","13","","","","","","大泉第二中学校","","","練馬区","東大泉6丁目","21-1","1780063","35.744672","139.583701","","(03)3922-0165","","","",""
"","C1","13","","","","","","大泉西中学校","","","練馬区","西大泉3丁目","19-27","1780065","35.758433","139.579635","","(03)3921-7101","","","",""
"","C1","13","","","","","","大泉北中学校","","","練馬区","大泉町5丁目","4-32","1780062","35.759588","139.596419","","(03)3925-9230","","","",""
"","C1","13","","","","","","大泉学園中学校","","","練馬区","大泉学園町4丁目","17-32","1780061","35.766624","139.589799","","(03)3925-4492","","","",""
"","C1","13","","","","","","大泉学園桜中学校","","","練馬区","大泉学園町9丁目","2-1","1780061","35.777418","139.59126","","(03)3924-1126","","","",""
"","C1","13","","","","","","関中学校","","","練馬区","関町北4丁目","34-23","1770051","35.730845","139.575234","","(03)3929-0048","","","",""
"","C1","13","","","","","","石神井西中学校","","","練馬区","関町南3丁目","10-3","1770053","35.720515","139.580578","","(03)3920-1034","","","",""
"","C1","13","","","","","","上石神井中学校","","","練馬区","上石神井4丁目","15-27","1770044","35.728441","139.587628","","(03)3920-1126","","","",""
