"教育機関_学校コード","教育機関_学校種","教育機関_都道府県番号","教育機関_設置区分","教育機関_設置者情報","教育機関_本分校","教育機関_本校学校コード","教育機関_本校学校名","教育機関_学校名","教育機関_学校名カナ表記","教育機関_学校略称","教育機関_学校所在地（市区町村）","教育機関_学校所在地（町字）","教育機関_学校所在地（番地以下）","教育機関_郵便番号","教育機関_緯度","教育機関_経度","教育機関_連絡先名称","教育機関_連絡先電話番号","教育機関_属性情報設定年月日","教育機関_属性情報廃止年月日","教育機関_旧学校調査番号","教育機関_移行後の学校コード"
"","B1","13","2","","","","","第二寺島小学校","","","墨田区","東向島4丁目","30-2","1310032","35.724713","139.818599","","(03)3614-0105","","","",""
"","B1","13","2","","","","","第三寺島小学校","","","墨田区","東向島6丁目","8-1","1310032","35.721427","139.820419","","(03)3614-0201","","","",""
"","B1","13","2","","","","","曳舟小学校","","","墨田区","京島1丁目","28-2","1310046","35.716603","139.820836","","(03)3617-7617","","","",""
"","B1","13","2","","","","","中川小学校","","","墨田区","立花5丁目","49-4","1310043","35.713561","139.831476","","(03)3617-7921","","","",""
"","B1","13","2","","","","","東吾嬬小学校","","","墨田区","立花4丁目","22-11","1310043","35.708518","139.831957","","(03)3617-8323","","","",""
"","B1","13","2","","","","","押上小学校","","","墨田区","押上3丁目","46-17","1310045","35.712022","139.819369","","(03)3617-8325","","","",""
"","B1","13","2","","","","","八広小学校","","","墨田区","八広5丁目","12-15","1310041","35.727133","139.826297","","(03)3614-6911","","","",""
"","B1","13","2","","","","","隅田小学校","","","墨田区","墨田4丁目","6-5","1310031","35.736017","139.820914","","(03)3614-0203","","","",""
"","B1","13","2","","","","","立花吾嬬の森小学校","","","墨田区","立花1丁目","18-6","1310043","35.706662","139.829365","","(03)3618-4911","","","",""
"","B1","13","2","","","","","梅若小学校","","","墨田区","墨田2丁目","25-1","1310031","35.730445","139.815545","","(03)3614-6913","","","",""
"","C1","13","2","","","","","墨田中学校","","","墨田区","向島4丁目","25-22","1310033","35.714953","139.811528","","(03)3625-0351","","","",""
"","C1","13","2","","","","","本所中学校","","","墨田区","東駒形3丁目","1-10","1300005","35.705289","139.802817","","(03)3625-0355","","","",""
"","C1","13","2","","","","","両国中学校","","","墨田区","横網1丁目","8-1","1300015","35.697477","139.796161","","(03)3625-0361","","","",""
"","C1","13","2","","","","","竪川中学校","","","墨田区","亀沢4丁目","11-15","1300014","35.697029","139.805913","","(03)3625-0365","","","",""
"","C1","13","2","","","","","錦糸中学校","","","墨田区","石原4丁目","33-14","1300011","35.701414","139.806942","","(03)3625-0375","","","",""
"","C1","13","2","","","","","吾嬬第二中学校","","","墨田区","八広4丁目","4-4","1310041","35.721514","139.82712","","(03)3617-2180","","","",""
"","C1","13","2","","","","","寺島中学校","","","墨田区","八広1丁目","17-15","1310041","35.720131","139.823186","","(03)3617-0537","","","",""
"","C1","13","2","","","","","文花中学校","","","墨田区","文花1丁目","22-7","1310044","35.710217","139.822281","","(03)3617-0264","","","",""
"","C1","13","2","","","","","桜堤中学校","","","墨田区","堤通2丁目","19-1","1310034","35.730445","139.811928","","(03)3616-5630","","","",""
"","C1","13","2","","","","","吾嬬立花中学校","","","墨田区","立花5丁目","48-2","1310043","35.712679","139.831863","","(03)3616-2271","","","",""
"","C1","13","","","","","","両国高等学校付属中学校","","","墨田区","江東橋1丁目","7-14","1300022","35.694223","139.810161","","(03)3631-1878","","","",""
"C113310700022","C1","13","3","","1","","","日本大学第一中学校","","","墨田区","横網1丁目","5-2","1300015","35.69743","139.796884","","(03)3625-0026","2020-12-22","","134612",""
"C113310700013","C1","13","3","","1","","","安田学園中学校","","","墨田区","横網2丁目","2-25","1308615","35.699879","139.79584","","(03)3624-2666","2020-12-22","","134611",""
"","D1","13","","","","","","両国高等学校","","","墨田区","江東橋1丁目","7-14","1300022","35.694493","139.810071","","(03)3631-1815","","","",""
"","D1","13","","","","","","本所高等学校","","","墨田区","向島3丁目","37-25","1310033","35.714604","139.811228","","(03)3622-0344","","","",""
"","D1","13","","","","","","墨田川高等学校","","","墨田区","東向島3丁目","34-14","1310032","35.721853","139.816253","","(03)3611-2125","","","",""
"","D1","13","","","","","","日本橋高等学校","","","墨田区","八広1丁目","28-21","1310041","35.719968","139.823889","","(03)3617-1811","","","",""
"","D1","13","","","","","","橘高等学校","","","墨田区","立花4丁目","29-7","1310043","35.709339","139.833663","","(03)3617-8311","","","",""
"D113310700011","D1","13","3","","1","","","日本大学第一高等学校","","","墨田区","横網1丁目","5-2","1300015","35.697431","139.796884","","(03)3625-0026","2020-12-22","","136063",""
"D113310700020","D1","13","3","","1","","","安田学園高等学校","","","墨田区","横網2丁目","2-25","1308615","35.699879","139.795841","","(03)3624-2666","2020-12-22","","136064",""
"D113310700039","D1","13","3","","1","","","立志舎高等学校","","","墨田区","太平2丁目","9-6","1300012","35.700831","139.812937","","(03)5608-1033","2020-12-22","","136494",""
"","E1","13","","","","","","都立墨田特別支援学校","","","墨田区","八広5丁目","10-2","1310041","35.725189","139.825215","","(03)3619-4851","","","",""
"","F1","13","","","","","","情報経営イノベーション専門職大学（iU）","","","墨田区","文花1丁目","18-13","1310044","35.711501","139.823724","","(03)5655-1555","","","",""
"","F1","13","","","","","","千葉大学墨田サテライトキャンパス","","","墨田区","文花1丁目","19-1","1310044","35.710546","139.823586","","","","","",""
"","","13","","","","","","緑幼稚園","","","墨田区","緑2丁目","11番5号","1300021","","","","(03)3635-1395","","","",""
"","","13","","","","","","柳島幼稚園","","","墨田区","横川5丁目","2番30号","1300003","","","","(03)3625-1344","","","",""
"","","13","","","","","","菊川幼稚園","","","墨田区","立川4丁目","12番5号","1300023","","","","(03)3633-5300","","","",""
"","","13","","","","","","第三寺島幼稚園","","","墨田区","東向島6丁目","8番1号","1310032","","","","(03)3614-6867","","","",""
"","","13","","","","","","立花幼稚園","","","墨田区","立花1丁目","25番9号","1310043","","","","(03)3618-4421","","","",""
"A113310700053","A1","13","3","学校法人東京森学園","1","","","あさひ幼稚園","アサヒヨウチエン","","墨田区","文花1丁目","1番10号","1310044","35.708525","139.819184","","(03)3612-0876","","","",""
"A113310700062","A1","13","3","学校法人藤井学園","1","","","あづま幼稚園","アヅマヨウチエン","","墨田区","文花1丁目","25番7号","1310044","35.709445","139.823744","","(03)3612-4558","","","",""
"A113310700026 ","A1","13","3","学校法人築地龍谷学園","1","","","江東学園幼稚園","コウトウガクエンヨウチエン","","墨田区","横網1丁目","7番2号","1300015","35.698438","139.796632","","(03)3625-0644","","","",""
"A113310700035 ","A1","13","3","宗教法人長命寺","1","","","言問幼稚園","コトトイヨウチエン","","墨田区","向島5丁目","4番4号","1310033","35.717593","139.809185","","(03)3622-7771","","","",""
"A113310700099","A1","13","3","個人立","1","","","墨田幼稚園","スミダヨウチエン","","墨田区","堤通1丁目","5番9号","1310034","35.723251","139.811862","","(03)3611-0740","","","",""
"A113310700017 ","A1","13","3","学校法人つくし野学園","1","","","本所白百合幼稚園","ホンジョシラユリヨウチエン","","墨田区","石原4丁目","37番2号","1300011","35.701949","139.805133","","(03)3622-3376","","","",""
"A113310700071 ","A1","13","3","個人立","1","","","向島文化幼稚園","ムコウジマブンカヨウチエン","","墨田区","八広6丁目","24番6号","1310041","35.727148","139.827704","","(03)3614-3415","","","",""
"A113310700044","A1","13","3","学校法人清麗学園","1","","","両国幼稚園","リョウゴクヨウチエン","","墨田区","両国2丁目","8番10号","1300026","35.693532","139.791443","","(03)3632-7959","","","",""
"A213310700016 ","A2","13","3","社会福祉法人共愛館","1","","","幼保連携型認定こども園共愛館","ヨウホレンケイガタニンテイコドモエンキョウアイカンホイクエン","","墨田区","押上3丁目","53番6号","1310045","35.712321","139.819959","","(03)3617-4460","","","",""
"A213310700025 ","A2","13","3","社会福祉法人興望館","1","","","興望館こども園","コウボウカンコドモエン","","墨田区","京島1丁目","11番6号","1310046","35.715082","139.817508","","(03)3611-1880","","","",""
"","","","","","","","","レイクランド大学ジャパン・キャンパス","レイクランドダイガクジャパン・キャンパス","","","","","","","","","","","","",""
"","","","","","","","","飛鳥未来きぼう高等学校両国キャンパス","アスカミライキボウコウトウガッコウリョウゴクヤンパス","","","","","","","","","","","","",""
