"教育機関_学校コード","教育機関_学校種","教育機関_都道府県番号","教育機関_設置区分","教育機関_設置者情報","教育機関_本分校","教育機関_本校学校コード","教育機関_本校学校名","教育機関_学校名","教育機関_学校名カナ表記","教育機関_学校略称","教育機関_学校所在地（市区町村）","教育機関_学校所在地（町字）","教育機関_学校所在地（番地以下）","教育機関_郵便番号","教育機関_緯度","教育機関_経度","教育機関_連絡先名称","教育機関_連絡先電話番号","教育機関_属性情報設定年月日","教育機関_属性情報廃止年月日","教育機関_旧学校調査番号","教育機関_移行後の学校コード"
"","B1","13","2","","","","","駒沢","","","世田谷区","駒沢2丁目","10-6","1540012","35.632995","139.657882","","(03)3424-0855","","","",""
"","B1","13","2","","","","","駒繋","","","世田谷区","下馬1丁目","42-12","1540002","35.640334","139.680573","","(03)3424-0820","","","",""
"","B1","13","2","","","","","桜","","","世田谷区","世田谷2丁目","4-15","1540017","35.642947","139.645326","","(03)3420-5381","","","",""
"","B1","13","2","","","","","桜丘","","","世田谷区","桜丘1丁目","19-17","1560054","35.644661","139.631207","","(03)3429-1375","","","",""
"","B1","13","2","","","","","桜町","","","世田谷区","用賀1丁目","5-1","1580097","35.624541","139.642272","","(03)3703-0161","","","",""
"","B1","13","2","","","","","笹原","","","世田谷区","桜丘5丁目","19-1","1560054","35.645241","139.621223","","(03)3428-8383","","","",""
"","B1","13","2","","","","","三軒茶屋","","","世田谷区","三軒茶屋2丁目","42-1","1540024","35.64045","139.66318","","(03)3421-2195","","","",""
"","B1","13","2","","","","","下北沢","","","世田谷区","大原1丁目","4-6","1560041","35.666752","139.664574","","(03)3468-0291","","","",""
"","B1","13","2","","","","","城山","","","世田谷区","梅丘2丁目","1-11","1540022","35.648666","139.650584","","(03)3429-2047","","","",""
"","B1","13","2","","","","","瀬田","","","世田谷区","瀬田2丁目","15-1","1580095","35.618205","139.631281","","(03)3700-3345","","","",""
"","B1","13","2","","","","","世田谷","","","世田谷区","宮坂1丁目","38-4","1560051","35.649871","139.644801","","(03)3420-7241","","","",""
"","B1","13","2","","","","","祖師谷","","","世田谷区","祖師谷3丁目","49-1","1570072","35.645016","139.604366","","(03)3482-2467","","","",""
"","B1","13","2","","","","","代沢","","","世田谷区","代沢5丁目","1-10","1550032","35.655009","139.667836","","(03)3413-4551","","","",""
"","B1","13","2","","","","","太子堂","","","世田谷区","太子堂5丁目","7-4","1540004","35.646497","139.666771","","(03)3413-4621","","","",""
"","B1","13","2","","","","","代田","","","世田谷区","代田4丁目","2-3","1550033","35.658484","139.658523","","(03)3323-3761","","","",""
"","B1","13","2","","","","","玉川","","","世田谷区","中町2丁目","29-1","1580091","35.610527","139.643315","","(03)3703-1601","","","",""
"","B1","13","2","","","","","玉堤","","","世田谷区","玉堤2丁目","11-1","1580087","35.599886","139.64761","","(03)3701-1536","","","",""
"","B1","13","2","","","","","多聞","","","世田谷区","三宿2丁目","26-11","1540005","35.652607","139.673884","","(03)3413-2026","","","",""
"","B1","13","2","","","","","千歳","","","世田谷区","成城9丁目","6-1","1570066","35.651459","139.597566","","(03)3482-3153","","","",""
"","B1","13","2","","","","","千歳台","","","世田谷区","千歳台4丁目","24-1","1570071","35.658596","139.613207","","(03)3482-0335","","","",""
"","B1","13","2","","","","","塚戸","","","世田谷区","千歳台6丁目","7-1","1570071","35.656894","139.607379","","(03)3300-5166","","","",""
"","B1","13","2","","","","","弦巻","","","世田谷区","弦巻1丁目","9-18","1540016","35.639706","139.652773","","(03)3428-0187","","","",""
"","B1","13","2","","","","","等々力","","","世田谷区","等々力7丁目","26-1","1580082","35.616488","139.653677","","(03)3702-2185","","","",""
"","B1","13","2","","","","","中里","","","世田谷区","三軒茶屋1丁目","4-1","1540024","35.63971","139.673641","","(03)3422-7474","","","",""
"","B1","13","2","","","","","中町","","","世田谷区","中町4丁目","23-1","1580091","35.617215","139.642866","","(03)3703-0651","","","",""
"","B1","13","2","","","","","中丸","","","世田谷区","野沢3丁目","34-16","1540003","35.632306","139.673238","","(03)3424-4422","","","",""
"","B1","13","2","","","","","八幡山","","","世田谷区","八幡山1丁目","14-1","1560056","35.662083","139.621705","","(03)3302-2618","","","",""
"","B1","13","2","","","","","東玉川","","","世田谷区","奥沢1丁目","1-1","1580083","35.59855","139.680451","","(03)3720-4211","","","",""
"","B1","13","2","","","","","東深沢","","","世田谷区","深沢3丁目","7-1","1580081","35.618192","139.658588","","(03)3703-1606","","","",""
"","B1","13","2","","","","","深沢","","","世田谷区","新町1丁目","4-24","1540014","35.627316","139.651579","","(03)3428-1366","","","",""
"","B1","13","2","","","","","二子玉川","","","世田谷区","玉川4丁目","6-1","1580094","35.616405","139.626179","","(03)3700-5531","","","",""
"","B1","13","2","","","","","船橋","","","世田谷区","船橋4丁目","41-1","1560055","35.653263","139.617017","","(03)3482-2367","","","",""
"","B1","13","2","","","","","松丘","","","世田谷区","弦巻3丁目","23-12","1540016","35.638849","139.64428","","(03)3429-4278","","","",""
"","B1","13","2","","","","","松沢","","","世田谷区","赤堤4丁目","44-22","1560044","35.665525","139.639417","","(03)3323-0441","","","",""
"","B1","13","2","","","","","松原","","","世田谷区","松原5丁目","43-26","1560043","35.663943","139.651085","","(03)3322-0191","","","",""
"","B1","13","2","","","","","三宿","","","世田谷区","三宿1丁目","12-6","1540005","35.648145","139.676469","","(03)3411-8456","","","",""
"","B1","13","2","","","","","武蔵丘","","","世田谷区","北烏山1丁目","47-11","1570061","35.677167","139.605509","","(03)3308-6722","","","",""
"","B1","13","2","","","","","明正","","","世田谷区","成城3丁目","3-1","1570066","35.635478","139.599086","","(03)3415-5591","","","",""
"","B1","13","2","","","","","八幡","","","世田谷区","玉川田園調布2丁目","17-15","1580085","35.602786","139.666951","","(03)3721-8991","","","",""
"","B1","13","2","","","","","山崎","","","世田谷区","梅丘3丁目","9-1","1540022","35.65141","139.655256","","(03)3420-7341","","","",""
"","B1","13","2","","","","","山野","","","世田谷区","砧6丁目","7-1","1570073","35.643421","139.613257","","(03)3417-3322","","","",""
"","B1","13","2","","","","","用賀","","","世田谷区","上用賀6丁目","14-1","1580098","35.636217","139.626389","","(03)3428-8391","","","",""
"","B1","13","2","","","","","芦花","","","世田谷区","粕谷2丁目","22-1","1570063","35.666136","139.611634","","(03)3303-3301","","","",""
"","B1","13","2","","","","","若林","","","世田谷区","若林5丁目","27-18","1540023","35.649356","139.657306","","(03)3413-0654","","","",""
"","C1","13","2","","","","","梅丘","","","世田谷区","松原6丁目","5-11","1560043","35.658793","139.652254","","(03)3322-7491","","","",""
"","C1","13","2","","","","","奥沢","","","世田谷区","奥沢1丁目","42-1","1580083","35.60278","139.679523","","(03)3726-2561","","","",""
"","C1","13","2","","","","","尾山台","","","世田谷区","尾山台3丁目","27-23","1580086","35.60585","139.656019","","(03)3701-1171","","","",""
"","C1","13","2","","","","","上祖師谷","","","世田谷区","上祖師谷7丁目","10-1","1570065","35.66019","139.59319","","(03)3308-9683","","","",""
"","C1","13","2","","","","","烏山","","","世田谷区","南烏山4丁目","26-1","1570062","35.672001","139.600926","","(03)3300-6361","","","",""
"","C1","13","2","","","","","北沢","","","世田谷区","北沢5丁目","12-3","1550031","35.66936","139.667145","","(03)3468-2501","","","",""
"","C1","13","2","","","","","喜多見","","","世田谷区","喜多見4丁目","20-1","1570067","35.625843","139.594061","","(03)3417-4971","","","",""
"","C1","13","2","","","","","砧","","","世田谷区","成城1丁目","10-1","1570066","35.633591","139.601278","","(03)3417-2367","","","",""
"","C1","13","2","","","","","砧南","","","世田谷区","鎌田3丁目","13-20","1570077","35.621237","139.613158","","(03)3417-6791","","","",""
"","C1","13","2","","","","","駒沢","","","世田谷区","駒沢2丁目","39-25","1540012","35.636447","139.655929","","(03)3422-7401","","","",""
"","C1","13","2","","","","","駒留","","","世田谷区","下馬4丁目","18-1","1540002","35.637549","139.678511","","(03)3424-3070","","","",""
"","C1","13","2","","","","","桜丘","","","世田谷区","桜丘2丁目","1-39","1560054","35.643142","139.629918","","(03)3429-6203","","","",""
"","C1","13","2","","","","","桜木","","","世田谷区","桜1丁目","48-15","1560053","35.645696","139.642373","","(03)3420-0149","","","",""
"","C1","13","2","","","","","瀬田","","","世田谷区","瀬田2丁目","17-1","1580095","35.61837","139.633478","","(03)3700-6900","","","",""
"","C1","13","2","","","","","世田谷","","","世田谷区","梅丘3丁目","8-1","1540022","35.650469","139.654937","","(03)3420-7173","","","",""
"","C1","13","2","","","","","太子堂","","","世田谷区","太子堂3丁目","27-17","1540004","35.650179","139.668966","","(03)3413-0810","","","",""
"","C1","13","2","","","","","玉川","","","世田谷区","中町4丁目","21-1","1580091","35.616941","139.643537","","(03)3701-7128","","","",""
"","C1","13","2","","","","","千歳","","","世田谷区","千歳台6丁目","15-1","1570071","35.658435","139.60616","","(03)3300-7361","","","",""
"","C1","13","2","","","","","弦巻","","","世田谷区","弦巻1丁目","42-22","1540016","35.637328","139.649398","","(03)3428-8381","","","",""
"","C1","13","2","","","","","東深沢","","","世田谷区","深沢4丁目","18-28","1580081","35.618849","139.65376","","(03)3703-0151","","","",""
"","C1","13","2","","","","","深沢","","","世田谷区","新町1丁目","26-29","1540014","35.626629","139.648346","","(03)3703-0158","","","",""
"","C1","13","2","","","","","富士","","","世田谷区","代沢1丁目","23-17","1550032","35.657022","139.6776","","(03)3414-5174","","","",""
"","C1","13","2","","","","","船橋希望","","","世田谷区","船橋4丁目","20-1","1560055","35.655799","139.618876","","(03)3484-3741","","","",""
"","C1","13","2","","","","","松沢","","","世田谷区","桜上水4丁目","5-2","1560045","35.665844","139.634627","","(03)3303-7381","","","",""
"","C1","13","2","","","","","三宿","","","世田谷区","太子堂1丁目","3-43","1540004","35.645556","139.677865","","(03)3413-4511","","","",""
"","C1","13","2","","","","","三宿（夜間学級）","","","世田谷区","太子堂1丁目","3-43","1540004","35.645556","139.677865","","(03)3424-5255","","","",""
"","C1","13","2","","","","","緑丘","","","世田谷区","桜上水3丁目","19-12","1560045","35.661482","139.63134","","(03)3303-7332","","","",""
"","C1","13","2","","","","","八幡","","","世田谷区","等々力6丁目","4-1","1580082","35.610716","139.661687","","(03)3701-2161","","","",""
"","C1","13","2","","","","","用賀","","","世田谷区","上用賀5丁目","15-1","1580098","35.630155","139.626791","","(03)3700-5600","","","",""
"","C1","13","2","","","","","芦花","","","世田谷区","粕谷2丁目","22-2","1570063","35.666579","139.610567","","(03)3302-2571","","","",""
