教育機関_学校コード,教育機関_学校種,教育機関_都道府県番号,教育機関_設置区分,教育機関_設置者情報,教育機関_本分校,教育機関_本校学校コード,教育機関_本校学校名,教育機関_学校名,教育機関_学校名カナ表記,教育機関_学校略称,教育機関_学校所在地（市区町村）,教育機関_学校所在地（町字）,教育機関_学校所在地（番地以下）,教育機関_郵便番号,教育機関_緯度,教育機関_経度,教育機関_連絡先名称,教育機関_連絡先電話番号,教育機関_属性情報設定年月日,教育機関_属性情報廃止年月日,教育機関_旧学校調査番号,教育機関_移行後の学校コード
,B1,13,2,,,,,千束小学校,,,台東区,浅草4丁目,11月24日,1110032,35.719159,139.793968,,(03)3876-3717,,,,
,B1,13,2,,,,,石浜小学校,,,台東区,清川1丁目,14-21,1110022,35.724627,139.803403,,(03)3875-0032,,,,
,B1,13,2,,,,,田原小学校,,,台東区,雷門1丁目,5月14日,1110034,35.710087,139.792871,,(03)3841-1656,,,,
,B1,13,2,,,,,金竜小学校,,,台東区,千束1丁目,9月9日,1110031,35.718658,139.790275,,(03)3871-9893,,,,
,C1,13,2,,,,,御徒町台東中学校,,,台東区,台東4丁目,13-16,1100016,35.706952,139.777421,,(03)3831-3787,,,,
,C1,13,2,,,,,柏葉中学校,,,台東区,下谷3丁目,1月29日,1100004,35.723466,139.785916,,(03)3876-3341,,,,
,C1,13,2,,,,,上野中学校,,,台東区,上野桜木1丁目,14-55,1100002,35.72125,139.774829,,(03)3828-5458,,,,
,C1,13,2,,,,,忍岡中学校,,,台東区,上野公園,18-20,1100007,35.719405,139.779024,,(03)3828-7241,,,,
,C1,13,2,,,,,浅草中学校,,,台東区,蔵前1丁目,3月4日,1110051,35.699941,139.789989,,(03)3866-5169,,,,
,C1,13,2,,,,,桜橋中学校,,,台東区,今戸2丁目,1月8日,1110024,35.720752,139.807077,,(03)3876-2277,,,,
,C1,13,2,,,,,駒形中学校,,,台東区,北上野2丁目,1月15日,1100014,35.717427,139.784235,,(03)3844-2089,,,,
,A1,13,2,,,,,根岸幼稚園,,,台東区,根岸3丁目,9月7日,1100003,35.723519,139.778793,,(03)3873-0159,,,,
,A1,13,2,,,,,竹町幼稚園,,,台東区,台東4丁目,9月21日,1100016,35.7063,139.780152,,(03)3831-2910,,,,
,A1,13,2,,,,,大正幼稚園,,,台東区,入谷2丁目,8月23日,1100013,35.720834,139.788127,,(03)3876-5584,,,,
,A1,13,2,,,,,清島幼稚園,,,台東区,東上野6丁目,8月16日,1100015,35.713528,139.783577,,(03)3842-5358,,,,
,A1,13,2,,,,,富士幼稚園,,,台東区,浅草4丁目,48-18,1110032,35.718623,139.798548,,(03)3874-2460,,,,
,A1,13,2,,,,,千束幼稚園,,,台東区,浅草4丁目,24-15,1110032,35.71934,139.794346,,(03)3872-3067,,,,
,A1,13,2,,,,,金竜幼稚園,,,台東区,千束1丁目,9月21日,1110031,35.718597,139.790618,,(03)3871-9896,,,,
,A1,13,2,,,,,田原幼稚園,,,台東区,雷門1丁目,5月17日,1110034,35.709817,139.792757,,(03)3842-6477,,,,
,A1,13,2,,,,,台桜幼稚園,,,台東区,谷中2丁目,9月4日,1100001,35.723669,139.765124,,(03)3827-6559,,,,
,A1,13,2,,,,,育英幼稚園,,,台東区,浅草橋2丁目,5月26日,1110053,35.699804,139.785351,,(03)3866-6686,,,,
,A2,13,2,,,,,石浜橋場こども園,,,台東区,橋場1丁目,Jan-35,1110023,35.725421,139.807608,,(03)3876-0049,,,,
,A2,13,2,,,,,ことぶきこども園,,,台東区,寿1丁目,10月9日,1110042,35.707139,139.78916,,(03)3841-4719,,,,
,A2,13,2,,,,,たいとうこども園,,,台東区,下谷3丁目,1月12日,1100004,35.723523,139.786099,,(03)3876-3401,,,,
,A2,13,3,,,,,忍岡こども園,,,台東区,池之端2丁目,1月22日,1100008,35.713915,139.766776,,(03)5809-0394,,,,
,A2,13,3,,,,,はぐはぐキッズこども園東上野,,,台東区,東上野2丁目,13-12 M＆Mビル3F,1100015,35.709374,139.778157,,(03)6884-8803,,,,
